level_0,level_1,risk
excess_return_without_cost,mean,-0.0014271684095105387
excess_return_without_cost,std,0.015584878017199419
excess_return_without_cost,annualized_return,-0.3396660814635082
excess_return_without_cost,information_ratio,-1.4127336673796025
excess_return_without_cost,max_drawdown,-0.4188754749017985
excess_return_with_cost,mean,-0.001964066641665154
excess_return_with_cost,std,0.015546262945587879
excess_return_with_cost,annualized_return,-0.4674478607163067
excess_return_with_cost,information_ratio,-1.949030740978153
excess_return_with_cost,max_drawdown,-0.49508615057103283
