level_0,level_1,risk
excess_return_without_cost,mean,-0.002701065968468606
excess_return_without_cost,std,0.019597404720863337
excess_return_without_cost,annualized_return,-0.6428537004955283
excess_return_without_cost,information_ratio,-2.1263027849645395
excess_return_without_cost,max_drawdown,-0.622059939043046
excess_return_with_cost,mean,-0.004454068559519216
excess_return_with_cost,std,0.019597280735912784
excess_return_with_cost,annualized_return,-1.0600683171655734
excess_return_with_cost,information_ratio,-3.5063039595447036
excess_return_with_cost,max_drawdown,-0.8792850902095234
