level_0,level_1,risk
excess_return_without_cost,mean,-0.0012865186239323252
excess_return_without_cost,std,0.013208267876545022
excess_return_without_cost,annualized_return,-0.3061914324958934
excess_return_without_cost,information_ratio,-1.5026529482798894
excess_return_without_cost,max_drawdown,-0.3723363717993454
excess_return_with_cost,mean,-0.002019124460628192
excess_return_with_cost,std,0.013189170439314318
excess_return_with_cost,annualized_return,-0.4805516216295097
excess_return_with_cost,information_ratio,-2.3617508920104084
excess_return_with_cost,max_drawdown,-0.4779676450309738
