level_0,level_1,risk
excess_return_without_cost,mean,-0.0023065380150924697
excess_return_without_cost,std,0.016403897411971388
excess_return_without_cost,annualized_return,-0.5489560475920078
excess_return_without_cost,information_ratio,-2.1692122620562952
excess_return_without_cost,max_drawdown,-0.5398222766772023
excess_return_with_cost,mean,-0.0038107192288175202
excess_return_with_cost,std,0.016396009247353086
excess_return_with_cost,annualized_return,-0.9069511764585698
excess_return_with_cost,information_ratio,-3.5855623206321856
excess_return_with_cost,max_drawdown,-0.7677441631843195
