datetime,ic
2025-07-02,0.026235929505982414
2025-07-03,-0.04053126809466203
2025-07-04,0.10625365768659187
2025-07-07,0.19601193034141232
2025-07-08,0.08122206524982277
2025-07-09,-0.012458225851639545
2025-07-10,-0.052092529474430584
2025-07-11,0.08310115844368085
2025-07-14,-0.04198412112202627
2025-07-15,-0.10397057043914126
2025-07-16,0.03963422569867489
2025-07-17,-0.097218317826606
2025-07-18,-0.09884731945008259
2025-07-21,-0.015326376859753918
2025-07-22,0.042054416248367844
2025-07-23,-0.0694041040831205
2025-07-24,0.09259137752846329
2025-07-25,-0.03850942425603828
2025-07-28,-0.0327544375986759
2025-07-29,0.07456690416498998
2025-07-30,0.03809741948111013
2025-07-31,-0.06549147272603602
2025-08-01,0.051349753258849606
2025-08-04,-0.0026765864814147183
2025-08-05,0.12655232797443192
2025-08-06,0.0959917327699796
2025-08-07,0.17321678180280453
2025-08-08,-0.021901845776892172
2025-08-11,0.026508970183293477
2025-08-12,-0.008520933269163443
2025-08-13,0.08530480060396224
2025-08-14,0.1947494999694207
2025-08-15,-0.04968218324000828
2025-08-18,-0.11203921814642956
2025-08-19,0.22980407371009773
2025-08-20,-0.11803580942318656
2025-08-21,0.16790576742951277
2025-08-22,0.044577339022265954
2025-08-25,0.03443392838573079
2025-08-26,-0.020002984828854042
2025-08-27,0.03215902369325162
2025-08-28,-0.16204579435128416
2025-08-29,-0.11284922906474418
2025-09-01,0.11446368898112462
2025-09-02,-0.24446019535816196
2025-09-03,0.12400489720592249
2025-09-04,0.15555089041624273
2025-09-05,-0.06104620211734983
2025-09-08,0.1401171471770217
2025-09-09,-0.1057151458737079
2025-09-10,0.04888479690036859
2025-09-11,-0.16030717053939447
2025-09-12,0.0255820841519319
2025-09-15,-0.11916674770319875
2025-09-16,-0.07683045654648961
2025-09-17,-0.02961293898717373
2025-09-18,0.21993228719818564
2025-09-19,0.047320570452988
2025-09-22,-0.06964183954861301
2025-09-23,-0.1103561103753482
2025-09-24,-0.3241624649957579
2025-09-25,0.3196655336482916
2025-09-26,-0.02541914133206344
2025-09-30,0.06937166221134676
2025-10-01,0.0971281155082695
2025-10-02,0.10605862651073666
2025-10-03,-0.0652282185398696
2025-10-07,0.012948429638735765
2025-10-08,-0.10531747214440866
2025-10-09,-0.18155846136988166
2025-10-13,0.07420587503564069
2025-10-14,0.08226941227388755
2025-10-15,-0.06938307933198826
2025-10-16,0.07858269596153132
2025-10-17,0.04995446254000602
2025-10-20,-0.02540283889666845
2025-10-21,-0.03473935517403012
2025-10-22,0.16762767161868125
2025-10-23,-0.042580626611134105
2025-10-27,-0.0008752566605474797
2025-10-28,-0.052104126292458884
2025-10-29,-0.002088292179546365
2025-10-30,0.08481524882615453
2025-10-31,-0.12188041331946106
2025-11-03,0.004568935550022815
2025-11-04,0.08077477453426987
2025-11-05,-0.1410352296928821
2025-11-06,0.06047767080644705
2025-11-07,-0.046810162073131614
2025-11-10,-0.005271391810735085
2025-11-11,-0.07002496500770566
2025-11-12,-0.07272105008945481
2025-11-13,0.06603985192803219
2025-11-14,-0.12472583744570842
2025-11-17,-0.06277149137519521
2025-11-18,0.2763517934281938
2025-11-19,-0.33004371697664575
2025-11-20,0.018643043552149283
2025-11-21,0.25964632224388956
2025-11-24,-0.036518514363476265
2025-11-25,0.14231124657001604
