level_0,level_1,risk
excess_return_without_cost,mean,-0.0014287574772480934
excess_return_without_cost,std,0.014722831505051022
excess_return_without_cost,annualized_return,-0.34004427958504624
excess_return_without_cost,information_ratio,-1.4971166933753233
excess_return_without_cost,max_drawdown,-0.41272868254503503
excess_return_with_cost,mean,-0.0024516185369641997
excess_return_with_cost,std,0.014700517487015863
excess_return_with_cost,annualized_return,-0.5834852117974795
excess_return_with_cost,information_ratio,-2.572816142416806
excess_return_with_cost,max_drawdown,-0.5604735366588206
