level_0,level_1,risk
excess_return_without_cost,mean,-0.0030722383756800436
excess_return_without_cost,std,0.017596706567296422
excess_return_without_cost,annualized_return,-0.7311927334118504
excess_return_without_cost,information_ratio,-2.6934690910440438
excess_return_without_cost,max_drawdown,-0.6901248078211707
excess_return_with_cost,mean,-0.0036071380569683014
excess_return_with_cost,std,0.01755246313496848
excess_return_with_cost,annualized_return,-0.8584988575584557
excess_return_with_cost,information_ratio,-3.170393533122036
excess_return_with_cost,max_drawdown,-0.7679397934828543
