level_0,level_1,risk
excess_return_without_cost,mean,-0.0028703154034252806
excess_return_without_cost,std,0.02210600712188781
excess_return_without_cost,annualized_return,-0.6831350660152168
excess_return_without_cost,information_ratio,-2.0031238162484675
excess_return_without_cost,max_drawdown,-0.6869105250562898
excess_return_with_cost,mean,-0.00470486454977104
excess_return_with_cost,std,0.022034802805123474
excess_return_with_cost,annualized_return,-1.1197577628455075
excess_return_with_cost,information_ratio,-3.294021542975329
excess_return_with_cost,max_drawdown,-0.925770138624904
