level_0,level_1,risk
excess_return_without_cost,mean,-0.001761718935794621
excess_return_without_cost,std,0.015085641237406822
excess_return_without_cost,annualized_return,-0.4192891067191198
excess_return_without_cost,information_ratio,-1.8016122479849808
excess_return_without_cost,max_drawdown,-0.4425675534736472
excess_return_with_cost,mean,-0.0030062338582879608
excess_return_with_cost,std,0.015079381373701736
excess_return_with_cost,annualized_return,-0.7154836582725347
excess_return_with_cost,information_ratio,-3.075584866112656
excess_return_with_cost,max_drawdown,-0.6243133089264281
