level_0,level_1,risk
excess_return_without_cost,mean,-0.0026607522031795155
excess_return_without_cost,std,0.016757172991994588
excess_return_without_cost,annualized_return,-0.6332590243567247
excess_return_without_cost,information_ratio,-2.4495829801192532
excess_return_without_cost,max_drawdown,-0.605817577856261
excess_return_with_cost,mean,-0.004235267647902726
excess_return_with_cost,std,0.016800513684874254
excess_return_with_cost,annualized_return,-1.0079937002008488
excess_return_with_cost,information_ratio,-3.8890791200959915
excess_return_with_cost,max_drawdown,-0.8517920834992299
