level_0,level_1,risk
excess_return_without_cost,mean,-0.003141431559259323
excess_return_without_cost,std,0.018432594864427332
excess_return_without_cost,annualized_return,-0.7476607111037189
excess_return_without_cost,information_ratio,-2.629236200630542
excess_return_without_cost,max_drawdown,-0.6715401509501124
excess_return_with_cost,mean,-0.0048280748744025485
excess_return_with_cost,std,0.018451070176029993
excess_return_with_cost,annualized_return,-1.1490818201078066
excess_return_with_cost,information_ratio,-4.0368342180368915
excess_return_with_cost,max_drawdown,-0.9428649618349909
