level_0,level_1,risk
excess_return_without_cost,mean,-0.0028774444950072577
excess_return_without_cost,std,0.01933834782857892
excess_return_without_cost,annualized_return,-0.6848317898117273
excess_return_without_cost,information_ratio,-2.2954934935384066
excess_return_without_cost,max_drawdown,-0.638827462015773
excess_return_with_cost,mean,-0.004565780965659275
excess_return_with_cost,std,0.01932173233554057
excess_return_with_cost,annualized_return,-1.0866558698269075
excess_return_with_cost,information_ratio,-3.6455032541051446
excess_return_with_cost,max_drawdown,-0.9033714027213073
