level_0,level_1,risk
excess_return_without_cost,mean,-0.0018255223594129172
excess_return_without_cost,std,0.015321572456266475
excess_return_without_cost,annualized_return,-0.43447432154027427
excess_return_without_cost,information_ratio,-1.8381133778146983
excess_return_without_cost,max_drawdown,-0.4275749968594883
excess_return_with_cost,mean,-0.0029176072865267047
excess_return_with_cost,std,0.01528756048281006
excess_return_with_cost,annualized_return,-0.6943905341933557
excess_return_with_cost,information_ratio,-2.944266551681855
excess_return_with_cost,max_drawdown,-0.5846107713971355
