level_0,level_1,risk
excess_return_without_cost,mean,-0.002808113203598965
excess_return_without_cost,std,0.019323263911929806
excess_return_without_cost,annualized_return,-0.6683309424565537
excess_return_without_cost,information_ratio,-2.2419328713820814
excess_return_without_cost,max_drawdown,-0.6107150005800153
excess_return_with_cost,mean,-0.004344625894348451
excess_return_with_cost,std,0.019295437739301882
excess_return_with_cost,annualized_return,-1.0340209628549313
excess_return_with_cost,information_ratio,-3.473651375051991
excess_return_with_cost,max_drawdown,-0.8612184243430596
