datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-07-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.013376236
2025-07-02,99789.68818525728,-0.0012240271377564236,94908.61103057861,0.9490861103057862,87.90910096707344,0.0008790910096707344,94786.20831680298,5003.479868454309,0.0010650158
2025-07-03,99690.35218290743,-0.0009954535799875284,94908.61103057861,0.0,87.90910096707344,0.0,94686.87231445312,5003.479868454309,0.0059895515
2025-07-04,99105.08156003249,-0.0052744005322994895,122346.43674468994,0.2752305023837174,147.3728772233677,0.0005964847646158654,76199.57093048096,260.92555419916744,-0.007285297
2025-07-07,98528.71814782883,-0.005176072758734297,148139.58557128906,0.26026060844291854,210.76117651200298,0.0006396069534561462,50051.98634338379,180.6558779906718,-0.0052679777
2025-07-08,99914.9873620841,0.01453136272469962,180257.6184463501,0.3259763597743384,256.2485044625283,0.0004616656829156937,62617.775760650635,1179.1769653314714,-0.002962768
2025-07-09,98501.02533503342,-0.013905447390906276,205812.88184928894,0.25577007091367154,280.8479311866737,0.0002462035713921378,86630.07655715942,1328.6049898222336,0.0073668957
2025-07-10,99272.79774057785,0.00811238901779454,217067.38184928894,0.11425769388409769,308.1541618116737,0.0002772177297862921,76174.65519332886,11795.148774822235,0.007379651
2025-07-11,99573.59694294061,0.003946530834886488,256875.0293827057,0.400992501867864,399.1381167975545,0.000916504390494185,44224.59060668945,8134.591284632159,0.002546072
2025-07-14,99274.78215054687,-0.00230619419432606,293879.57700538635,0.3716301184126717,468.3168580133176,0.0006947498467430585,34461.7968711853,5613.367397364714,-0.005980313
2025-07-15,100101.105448664,0.008744402793925164,335495.3765048981,0.41919809440027533,510.0922422997403,0.0004208056001882909,72640.69505310059,2100.736298935557,0.00977087
2025-07-16,99337.28054927196,-0.007208715471612035,367732.6406803131,0.32204703465485346,552.3167541185308,0.00042181863656285936,87670.03100585938,1296.8081054510258,0.009063005
2025-07-17,99949.44479328122,0.006521335145592828,384410.8292789459,0.16789455586475732,587.9642090228582,0.0003588527359237106,78063.65435028076,229.11036514264742,0.0030542612
2025-07-18,100298.92945971675,0.003910872451471297,406329.98997688293,0.2193024757993499,629.3690727692248,0.0004142580664855267,72237.38304519653,594.0023862073676,0.011675119
2025-07-21,100132.59753321102,-0.0012281458222979005,428225.3904132843,0.2183014370576633,672.5192880780435,0.0004302161103937725,63516.80089759827,7372.359886728611,-0.0018205643
2025-07-22,98429.77431802699,-0.01635529995097809,467448.49094200134,0.39171160536116023,737.6438357358431,0.0006503830846513272,62710.00170135498,1360.837769520207,-0.015108466
2025-07-23,99559.78689811545,0.011876388638985137,493239.28548049927,0.262022286622011,776.6215090958739,0.00039599474478214,69551.1866016388,824.1807373296733,0.014387965
2025-07-24,100295.90520791571,0.007666624661709168,516165.2857475281,0.23027369765757075,803.7907168432093,0.0002728933899300034,85328.47438621521,986.1354973627713,0.0023611784
2025-07-25,99921.49995519125,-0.003005292782424524,546247.3847465515,0.2999334712285866,876.7774095395899,0.0007277135845683581,54944.956827163696,11021.0290667005,-0.00040000677
2025-07-28,100448.63850599341,0.005692378446999613,567789.4215717316,0.21558960618926212,918.4298514742303,0.00041685164807693005,48123.61087799072,7884.926781431926,0.002080083
2025-07-29,100316.24623240609,-0.0007901077876371409,611838.9128837585,0.43852750985170097,971.4568735204172,0.0005279018494911997,75792.16264724731,1962.0837466124867,-0.009031773
2025-07-30,101237.17040766854,0.009180209685367558,611838.9128837585,0.0,971.4568735204172,0.0,76713.08682250977,16393.072286856208,0.011214852
2025-07-31,100829.26515411603,-0.003305882181995721,649221.6728172302,0.36925923337185645,1044.6839692665528,0.0007233222288933989,62292.74945449829,12864.74375375302,0.0034438372
2025-08-01,100631.91326786602,-0.0017058539476322322,659670.6728172302,0.10363062731865455,1070.0358555165528,0.00025143380953188566,51671.74945449829,12864.74375375302,-0.0045933127
2025-08-04,100734.799864862,0.0019019972357613628,718448.6732597351,0.5840890681075224,1158.5508793854378,0.000879591980262486,65211.95023918152,2439.712172388432,-0.0023658276
2025-08-05,100742.0528543627,0.0003608391928316053,730440.8728981018,0.11904723744380795,1187.6469537580251,0.0002888383598480398,53256.09966468811,12863.360286138433,0.012047172
2025-08-06,101345.51777870333,0.00649721275768417,765378.9314136505,0.34680709322110753,1238.7245804580523,0.0005070139554716769,63893.700731277466,13041.487017806756,-0.0090120435
2025-08-07,103381.3074501137,0.020514905701139514,788106.6712818146,0.224259941300927,1282.0286495109392,0.0004272914086584972,59030.534339904785,17104.54006333392,0.023730159
2025-08-08,103870.83012412293,0.005486919752591142,837392.5711250305,0.4767389875292367,1359.7509133984329,0.0007518019050494045,66122.08024406433,1620.8190249696454,0.0007286072
2025-08-11,104467.81689093812,0.005747395742402385,837392.5711250305,0.0,1359.7509133984329,0.0,66719.06701087952,16419.825606219645,0.0047558546
2025-08-12,105260.85912318979,0.008315085894863536,890666.4048042297,0.509954503354998,1435.3675518437913,0.0007238271143762899,85832.55956077576,1956.2941180390262,0.0009471178
2025-08-13,104802.8202968348,-0.004126279125478803,901528.9048042297,0.10319600362835064,1459.0706924687913,0.00022518475359639234,78071.72387504578,186.65650803902622,0.008761406
2025-08-14,103667.64895857588,-0.010399906347753387,930437.4353313446,0.27583733381636816,1504.3025146602038,0.0004315897421777543,81283.2538318634,1038.281571164025,-0.0054132342
2025-08-15,104065.40395053236,0.004509592311574849,965086.3342514038,0.3342305846436665,1574.0463554063608,0.0006727637932063618,66199.25408935547,553.1713845799995,0.0039764643
2025-08-18,105852.69200654433,0.01735481571381654,972813.4240951538,0.0742522447462279,1592.7942071397592,0.00018015450881553527,60278.20015335083,12826.850470753456,0.0060834885
2025-08-19,103786.12983504041,-0.019180431933449486,995107.4240951538,0.21061344380945624,1629.0560246397592,0.00034256868495850936,59725.899799346924,25969.14045367689,-0.005269885
2025-08-20,101645.7144018585,-0.020051816121245476,1024492.6244125366,0.2831322486356143,1688.371066433735,0.0005715122231482393,44233.9997253418,25682.8839840167,-0.029895544
2025-08-21,102065.1507276576,0.00463568647315813,1062395.8005857468,0.3728949754178433,1740.1324039418187,0.0005092328566204387,61554.97379684448,8662.934351395728,0.014251232
2025-08-22,99749.57699442274,-0.022429035088511674,1090844.8005857468,0.27873372838013055,1766.4832901918187,0.0002581771159120962,87714.75094985962,1533.6665676457305,-0.008248866
2025-08-25,98222.38066672743,-0.0149122755045108,1110407.3579759598,0.19611669522475075,1806.1864442878773,0.00039802829538092684,77860.70038604736,6431.64089706312,0.02158308
2025-08-26,97325.63798211873,-0.008047050353614789,1157982.7874298096,0.484364450656874,1912.5286858195057,0.0010826681333702545,41611.72939682007,367.59982293169924,0.0011417866
2025-08-27,97727.79779886769,0.004385796005029844,1176564.7874298096,0.19092605386685468,1937.2192633195054,0.0002536903740054198,50648.57979106903,689.0459115486519,0.0088377
2025-08-28,97185.30032680408,-0.005017810495840103,1210342.3876495361,0.3456294010558163,1989.337165852617,0.000533296602471027,56160.60000181198,22196.892177798654,-0.011560023
2025-08-29,97661.06201243744,0.005380436050147102,1240397.5647068024,0.30925640972657364,2036.4747736419642,0.0004850281640416604,61006.676299095154,9965.696389510738,-0.00013822317
2025-09-01,96528.15085519897,-0.011249547973362774,1254521.5647068024,0.1446226337186592,2070.743128641964,0.0003508906650598961,45784.03349685669,23819.60181920419,-0.006659031
2025-09-02,96691.38481413736,0.0023096462323271907,1295198.5646915436,0.4214003855285742,2130.4550496397933,0.0006185959273932683,57304.17967891693,10643.215018401806,-0.0022827983
2025-09-03,96605.4440414049,-0.0004967146221535367,1320501.6665096283,0.2616893104460442,2168.3677976987947,0.0003921005799211402,63258.253472328186,9065.84662288309,0.0034775734
