datetime,account,return,total_turnover,turnover,total_cost,cost,value,cash,bench
2025-07-01,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.013376236
2025-07-02,99917.36351104743,3.339550858072471e-17,89216.18240493975,0.8921618240493976,82.63648895257545,0.0008263648895257545,89216.18240493975,10701.181106107668,0.0010650158
2025-07-03,100470.72975882934,0.005961361512014441,115949.3829001259,0.267553101440976,124.91376638737351,0.0004231224278663403,93190.82579050011,7279.9039683292385,0.0059895515
2025-07-04,98720.19759821268,-0.01712929878122809,136390.66533645085,0.20345510065859335,154.4527781970301,0.000294006143685452,97770.74980733726,949.4477908754138,-0.007285297
2025-07-07,97410.62062523919,-0.0128038906721403,163642.7853508155,0.27605414775687254,200.02713399091687,0.0004616517886174883,96649.42769708032,761.1929281588737,-0.0052679777
2025-07-08,97863.44312689225,0.00490382598644101,178608.57872838824,0.15363615673027625,224.8893651152482,0.0002552312157006165,97426.0191296243,437.423997267955,-0.002962768
2025-07-09,98671.83411210334,0.00844436627073964,189397.80597863265,0.11024777900216347,242.89313818332866,0.00018396831843261734,98361.30603475907,310.5280773442721,0.0073668957
2025-07-10,99071.1080865757,0.0042872964269909655,200945.97678574076,0.1170361421881341,266.6545655444433,0.0002408126652851992,92912.60004232624,6158.508044249457,0.007379651
2025-07-11,99446.72607056057,0.004083848415829389,218088.97676214977,0.17303732952525563,295.62796937339033,0.0002924505881535908,93000.59127215146,6446.134798409104,0.002546072
2025-07-14,98314.23155364516,-0.010992438288165029,242326.5307613073,0.24372400135083613,334.9604869981098,0.000395513449048205,93635.00562801863,4679.2259256265315,-0.005980313
2025-07-15,99386.24821102434,0.011369642354333308,271312.3809914511,0.29482863032223017,380.74148072498673,0.00046565988467190067,98494.85357432696,891.3946366973842,0.00977087
2025-07-16,99511.26416144648,0.001533388624849126,287866.5869406548,0.16656435117718257,408.12327277606585,0.0002755088610744219,99136.84554516483,374.41861628165,0.009063005
2025-07-17,100580.57081900364,0.010967813639047135,299929.7369517646,0.12122396507332724,430.2376155276436,0.00022222954293595908,97703.61648486712,2876.954334136523,0.0030542612
2025-07-18,101384.82599263011,0.008344474672033647,320322.93715802394,0.20275486647373692,465.27446759903364,0.0003483461247643885,97405.90820970114,3978.917782928972,0.011675119
2025-07-21,101437.13324540107,0.0008714927046091036,341762.1884589629,0.21146410314396968,501.32335103871503,0.00035556487952449474,97345.81308393518,4091.320161465887,-0.0018205643
