level_0,level_1,risk
excess_return_without_cost,mean,-0.0020887696168034437
excess_return_without_cost,std,0.015096385877329834
excess_return_without_cost,annualized_return,-0.4971271687992196
excess_return_without_cost,information_ratio,-2.134548523819235
excess_return_without_cost,max_drawdown,-0.4838403967236078
excess_return_with_cost,mean,-0.003057346174446057
excess_return_with_cost,std,0.015062412879609887
excess_return_with_cost,annualized_return,-0.7276483895181616
excess_return_with_cost,information_ratio,-3.1313999907737493
excess_return_with_cost,max_drawdown,-0.6209089070708704
