level_0,level_1,risk
excess_return_without_cost,mean,-0.0021028446072154424
excess_return_without_cost,std,0.01568063400495239
excess_return_without_cost,annualized_return,-0.5004770165172753
excess_return_without_cost,information_ratio,-2.0688644703799457
excess_return_without_cost,max_drawdown,-0.5024555770343826
excess_return_with_cost,mean,-0.003473119295994751
excess_return_with_cost,std,0.015688496361701585
excess_return_with_cost,annualized_return,-0.8266023924467507
excess_return_with_cost,information_ratio,-3.4152842715322995
excess_return_with_cost,max_drawdown,-0.7019115029127727
