level_0,level_1,risk
excess_return_without_cost,mean,-0.002649686184507372
excess_return_without_cost,std,0.01747182351413971
excess_return_without_cost,annualized_return,-0.6306253119127546
excess_return_without_cost,information_ratio,-2.33961655471896
excess_return_without_cost,max_drawdown,-0.6210373014762385
excess_return_with_cost,mean,-0.004298559584363383
excess_return_with_cost,std,0.017512099687830462
excess_return_with_cost,annualized_return,-1.0230571810784852
excess_return_with_cost,information_ratio,-3.786807327522763
excess_return_with_cost,max_drawdown,-0.867020369044914
