level_0,level_1,risk
excess_return_without_cost,mean,-0.003035479044866581
excess_return_without_cost,std,0.017206014171414177
excess_return_without_cost,annualized_return,-0.7224440126782463
excess_return_without_cost,information_ratio,-2.7216698441061267
excess_return_without_cost,max_drawdown,-0.6542533146338522
excess_return_with_cost,mean,-0.003931196650151108
excess_return_with_cost,std,0.0171591864799688
excess_return_with_cost,annualized_return,-0.9356248027359637
excess_return_with_cost,information_ratio,-3.534406958565285
excess_return_with_cost,max_drawdown,-0.789483144391206
