level_0,level_1,risk
excess_return_without_cost,mean,-0.002972806617535848
excess_return_without_cost,std,0.017979908058255743
excess_return_without_cost,annualized_return,-0.7075279749735318
excess_return_without_cost,information_ratio,-2.5507486824137717
excess_return_without_cost,max_drawdown,-0.6218904969222424
excess_return_with_cost,mean,-0.004577843942334392
excess_return_with_cost,std,0.017979792529872866
excess_return_with_cost,annualized_return,-1.0895268582755853
excess_return_with_cost,information_ratio,-3.9279394646569896
excess_return_with_cost,max_drawdown,-0.8898191867930028
