,ffr,pa,pos,deal_amount,value,count
2025-07-01,,,,0.0,0.0,0
2025-07-02,1.0,0.0,0.0,1994.201591432937,94354.02039001432,8
2025-07-03,1.0,0.0,0.0,2212.5443065685513,106469.38823142767,9
2025-07-04,1.0,0.0,0.0,2171.737084567412,82712.89738386805,7
2025-07-07,1.0,0.0,0.0,1911.3512513102892,71874.00358476666,6
2025-07-08,1.0,0.0,0.0,1851.8350528330757,70789.90898474804,6
2025-07-09,1.0,0.0,0.0,3935.944155328826,118735.17443903937,10
2025-07-10,1.0,0.0,0.0,3255.8447676872383,96253.6135513502,8
2025-07-11,1.0,0.0,0.0,3234.6447833622046,121730.77256083838,10
2025-07-14,1.0,0.0,0.0,287.2925865773204,13685.49970033048,1
2025-07-15,1.0,0.0,0.0,1285.6596708425984,86502.1999508006,7
2025-07-16,1.0,0.0,0.0,639.0,26891.10097503662,2
2025-07-17,1.0,0.0,0.0,1270.9293961409855,82108.34960347897,7
2025-07-18,1.0,0.0,0.0,705.0,51003.0,4
2025-07-21,1.0,0.0,0.0,731.6309886357495,72893.1007103356,6
2025-07-22,1.0,0.0,0.0,2095.0101222470284,115043.67229053349,10
2025-07-23,1.0,0.0,0.0,2428.6179983612064,107025.75007478982,9
2025-07-24,1.0,0.0,0.0,1213.560525581324,73112.5996317233,6
2025-07-25,1.0,0.0,0.0,1224.560525581324,74089.99975736714,6
2025-07-28,1.0,0.0,0.0,1257.0,50867.50022506714,4
2025-07-29,1.0,0.0,0.0,2393.838043273495,95967.4519148368,8
2025-07-30,1.0,0.0,0.0,1629.1181254934322,97776.70053632268,8
2025-07-31,1.0,0.0,0.0,1098.2075898158794,75132.39998121935,6
2025-08-01,,,,0.0,0.0,0
2025-08-04,1.0,0.0,0.0,2278.6728188014695,145241.6513330599,12
2025-08-05,1.0,0.0,0.0,1661.039135346393,108609.84918450992,9
2025-08-06,1.0,0.0,0.0,2704.503102889331,122933.8505856306,10
2025-08-07,1.0,0.0,0.0,1497.078860727573,112298.94888498072,9
2025-08-08,1.0,0.0,0.0,1779.5939911638484,123711.9987604194,10
2025-08-11,1.0,0.0,0.0,4534.896996891543,123486.80979895934,10
2025-08-12,1.0,0.0,0.0,2791.7667263955664,126102.7487015579,10
2025-08-13,1.0,0.0,0.0,1947.2515959592906,109228.89990095925,9
2025-08-14,1.0,0.0,0.0,2560.1819782083685,109646.24916534491,9
2025-08-15,1.0,0.0,0.0,1895.1819791500104,86856.99973283308,7
2025-08-18,1.0,0.0,0.0,936.6555858705362,85598.41827660863,7
2025-08-19,1.0,0.0,0.0,1402.6378249787494,74019.98210458196,6
2025-08-20,1.0,0.0,0.0,769.4784459321787,72412.99998097023,6
2025-08-21,1.0,0.0,0.0,3780.664077760114,85049.0107585512,7
2025-08-22,1.0,0.0,0.0,3605.8094977758683,86471.39939823037,7
2025-08-25,1.0,0.0,0.0,2159.0,119259.75062561035,10
2025-08-26,1.0,0.0,0.0,5172.17684550454,141367.20148414033,12
2025-08-27,1.0,0.0,0.0,2967.8874116695742,106714.95053564556,9
2025-08-28,1.0,0.0,0.0,5092.710566165034,119276.05099064103,10
2025-08-29,1.0,0.0,0.0,3152.825601540454,99277.850716949,8
2025-09-01,1.0,0.0,0.0,2055.825601540454,108088.49958247678,9
2025-09-02,1.0,0.0,0.0,1702.6077290204419,118807.8688619012,10
2025-09-03,1.0,0.0,0.0,2673.4641216958817,93991.97021147034,8
2025-09-04,1.0,0.0,0.0,3005.8563926754396,128733.69901664792,11
2025-09-05,1.0,0.0,0.0,2337.0,120765.50046539307,10
2025-09-08,1.0,0.0,0.0,4416.0,140204.24089717865,11
2025-09-09,1.0,0.0,0.0,3190.0,123310.03995513916,10
2025-09-10,1.0,0.0,0.0,713.0,75581.10046386719,6
2025-09-11,1.0,0.0,0.0,1862.2620953545725,73888.45009897681,6
2025-09-12,1.0,0.0,0.0,1483.6312239824028,119278.2497881696,10
2025-09-15,1.0,0.0,0.0,1453.2839163587282,89887.54860188864,8
2025-09-16,1.0,0.0,0.0,1216.0,55741.50054550171,5
2025-09-17,1.0,0.0,0.0,2204.0,103487.40154838562,9
2025-09-18,1.0,0.0,0.0,2510.3128651650804,106569.70133656409,9
2025-09-19,1.0,0.0,0.0,4185.398077434183,92876.68701375039,8
2025-09-22,1.0,0.0,0.0,3174.0,92828.52742576599,8
2025-09-23,1.0,0.0,0.0,3140.0,105600.67034816742,9
2025-09-24,1.0,0.0,0.0,3621.4046500273325,115751.28031546038,10
2025-09-25,1.0,0.0,0.0,3393.785333467946,102467.15009227172,9
2025-09-26,1.0,0.0,0.0,2928.0,100954.84936332703,9
2025-09-30,1.0,0.0,0.0,1598.0,69759.64994812012,6
2025-10-01,1.0,0.0,0.0,1326.0,80549.8995628357,7
2025-10-02,1.0,0.0,0.0,2062.785333467946,84555.04926386928,7
2025-10-03,1.0,0.0,0.0,2601.701491748465,91668.49998011233,8
2025-10-07,1.0,0.0,0.0,1700.6847923557411,82548.8504029159,7
2025-10-08,1.0,0.0,0.0,926.4859126462808,71195.6491842813,6
2025-10-09,1.0,0.0,0.0,2981.502612039005,84721.97951108075,7
2025-10-13,1.0,0.0,0.0,4193.4046500273325,104135.52261839622,9
2025-10-14,1.0,0.0,0.0,2448.3663720392296,89047.79994367936,8
2025-10-15,1.0,0.0,0.0,2265.8009215120073,98851.94935168815,9
2025-10-16,1.0,0.0,0.0,1468.434549472778,112314.80019570395,10
2025-10-17,1.0,0.0,0.0,1483.1083996223597,100730.79964392877,9
2025-10-20,1.0,0.0,0.0,1586.649815127265,110216.32999951197,10
2025-10-21,1.0,0.0,0.0,1407.6552363736857,99791.07483880506,9
2025-10-22,1.0,0.0,0.0,865.0,46087.70012283325,4
2025-10-23,1.0,0.0,0.0,1875.0,113117.87802696228,10
2025-10-27,1.0,0.0,0.0,2860.1138208687803,112477.83010986907,10
2025-10-28,1.0,0.0,0.0,4223.0,96330.87970161438,9
2025-10-29,1.0,0.0,0.0,3487.04188082147,85430.83002944267,8
2025-10-30,1.0,0.0,0.0,1437.3979485005962,84695.36886801064,8
2025-10-31,1.0,0.0,0.0,2854.04188082147,96032.3805554365,9
2025-11-03,1.0,0.0,0.0,5422.031409657435,88285.92969438643,8
2025-11-04,1.0,0.0,0.0,1056.0314096574352,105097.0998635397,10
2025-11-05,1.0,0.0,0.0,1429.0,92832.89970397949,9
2025-11-06,1.0,0.0,0.0,2276.0,93057.90120887756,9
2025-11-07,1.0,0.0,0.0,3465.0,84041.43408584595,8
2025-11-10,1.0,0.0,0.0,6343.397948500597,82343.53802762994,8
2025-11-11,1.0,0.0,0.0,1768.811515212703,70376.74936926678,7
2025-11-12,1.0,0.0,0.0,5292.811515212703,99517.24910636223,10
2025-11-13,1.0,0.0,0.0,2409.0,62053.800662994385,6
2025-11-14,1.0,0.0,0.0,2268.0,90543.04912567139,9
2025-11-17,1.0,0.0,0.0,1727.1029807860393,90030.79990488662,9
2025-11-18,1.0,0.0,0.0,5488.83769312279,87586.26412471052,9
2025-11-19,1.0,0.0,0.0,4605.83769312279,78965.53021286419,8
2025-11-20,1.0,0.0,0.0,4555.10298078604,79073.47975796978,8
2025-11-21,1.0,0.0,0.0,1184.1138196034776,77476.04927151185,8
2025-11-24,1.0,0.0,0.0,1348.0,78192.29935073853,8
2025-11-25,1.0,0.0,0.0,839.0,58972.199966430664,6
2025-11-26,1.0,0.0,0.0,1741.1138157688083,102888.24829552467,10
2025-11-27,1.0,0.0,0.0,2808.9999961653307,81075.79996528625,8
2025-11-28,1.0,0.0,0.0,1905.0,61137.200174331665,6
2025-12-01,1.0,0.0,0.0,1488.0,62294.449869155884,6
2025-12-02,1.0,0.0,0.0,1076.0,89797.80949783325,9
2025-12-03,1.0,0.0,0.0,774.0,48932.16039276123,5
2025-12-04,1.0,0.0,0.0,2230.0,54137.0498085022,5
2025-12-05,1.0,0.0,0.0,2204.3118812318166,92646.09963478518,9
2025-12-08,1.0,0.0,0.0,2194.3118812318166,100803.39941467714,10
2025-12-09,1.0,0.0,0.0,2011.753923810511,92320.49978046116,9
2025-12-10,1.0,0.0,0.0,2045.0,61657.19959259033,6
2025-12-11,1.0,0.0,0.0,2057.0583792987127,58591.95026080583,6
2025-12-12,1.0,0.0,0.0,1699.0,82768.89002227783,8
2025-12-15,1.0,0.0,0.0,1488.304455488202,91907.34981783059,9
2025-12-16,1.0,0.0,0.0,491.0,31335.80043029785,3
2025-12-17,1.0,0.0,0.0,3280.0,75544.86030101776,7
2025-12-18,1.0,0.0,0.0,2519.0,79058.35102462769,8
2025-12-19,1.0,0.0,0.0,3927.0,77922.22974681854,8
2025-12-22,1.0,0.0,0.0,601.0,50826.80025482178,5
2025-12-23,1.0,0.0,0.0,3394.0,102606.6000213623,10
2025-12-24,1.0,0.0,0.0,3697.0,94989.95097732544,9
2025-12-26,1.0,0.0,0.0,871.0,42122.70041847229,4
2025-12-29,1.0,0.0,0.0,2332.0,84044.85044384003,8
2025-12-30,1.0,0.0,0.0,1627.0,92439.20051193237,9
2025-12-31,1.0,0.0,0.0,2166.6230342600747,118187.19930109753,12
2026-01-02,1.0,0.0,0.0,1800.6230342600752,101311.14979296179,10
2026-01-05,1.0,0.0,0.0,817.5706718747865,72272.69960439394,7
2026-01-06,1.0,0.0,0.0,2239.5706718747865,113404.69882257076,11
2026-01-07,1.0,0.0,0.0,1867.0,92157.4298324585,9
2026-01-08,1.0,0.0,0.0,1824.0,90842.35040283203,9
2026-01-09,1.0,0.0,0.0,4056.0,92834.66010665894,9
2026-01-12,1.0,0.0,0.0,3694.5118750985725,84730.27933925044,8
2026-01-13,1.0,0.0,0.0,2255.582334853106,93453.39895656069,9
2026-01-14,1.0,0.0,0.0,1412.0704597545337,61712.19983587224,6
2026-01-15,1.0,0.0,0.0,1853.0,65731.85091781616,6
2026-01-16,1.0,0.0,0.0,2384.0,85457.33958435059,8
2026-01-19,1.0,0.0,0.0,2535.0,98640.89886951447,9
2026-01-20,1.0,0.0,0.0,1733.5078514556915,110268.95048758622,10
2026-01-21,1.0,0.0,0.0,2655.5078514556917,113444.19897051506,11
2026-01-22,1.0,0.0,0.0,3253.0,110701.4983997345,11
2026-01-23,1.0,0.0,0.0,4080.0,71913.3706831932,7
2026-01-26,1.0,0.0,0.0,3130.0,94842.90060663223,9
2026-01-27,1.0,0.0,0.0,2198.0,92482.39989757538,9
2026-01-28,1.0,0.0,0.0,5977.0,99232.13086223602,10
2026-01-29,1.0,0.0,0.0,3761.0,88046.49933052063,9
2026-01-30,1.0,0.0,0.0,3711.0,95020.24942922592,10
2026-02-02,1.0,0.0,0.0,4486.0,95529.05080461502,10
2026-02-03,1.0,0.0,0.0,2660.0,90061.41979694366,9
2026-02-04,1.0,0.0,0.0,2210.0,111050.59909820557,11
2026-02-05,1.0,0.0,0.0,569.0,70712.59970474243,7
2026-02-06,1.0,0.0,0.0,1934.5235642247849,87401.85047194597,9
2026-02-09,1.0,0.0,0.0,1444.0,73455.99939918518,8
2026-02-10,1.0,0.0,0.0,1480.5235642247849,83957.65074682987,9
2026-02-11,1.0,0.0,0.0,797.0,82913.10030555725,9
2026-02-23,1.0,0.0,0.0,970.7916676678385,92329.50007475416,10
2026-02-24,1.0,0.0,0.0,881.7916676678385,69875.79937557627,7
2026-02-25,1.0,0.0,0.0,1320.0,57787.64979171753,6
2026-02-26,1.0,0.0,0.0,1189.0,75620.84976577759,8
2026-03-02,1.0,0.0,0.0,650.0,55743.90030670166,6
2026-03-03,1.0,0.0,0.0,1120.0,56300.84981918335,6
2026-03-04,1.0,0.0,0.0,1982.0,65743.70014858246,7
2026-03-05,1.0,0.0,0.0,1705.0,52304.46007061005,6
2026-03-06,1.0,0.0,0.0,2781.0,65376.20939159393,7
2026-03-09,1.0,0.0,0.0,1878.0,43823.45989227295,5
2026-03-10,1.0,0.0,0.0,3520.0,60205.01036071777,7
2026-03-11,1.0,0.0,0.0,2672.0,66282.10038757324,8
2026-03-12,1.0,0.0,0.0,1791.0,71274.70014953613,9
2026-03-13,1.0,0.0,0.0,1687.0,56539.50030708313,7
2026-03-16,1.0,0.0,0.0,1634.0,47093.04997444153,6
2026-03-17,1.0,0.0,0.0,1956.0,63150.49991226196,8
2026-03-18,1.0,0.0,0.0,2183.0,66241.49989318848,8
2026-03-19,1.0,0.0,0.0,1430.0,74320.25006484985,9
2026-03-20,1.0,0.0,0.0,1763.0,73329.3498287201,9
2026-03-23,1.0,0.0,0.0,3046.0,72590.55063056946,9
2026-03-24,1.0,0.0,0.0,1911.0,46611.14997291565,6
2026-03-25,1.0,0.0,0.0,1978.0,62966.99947357178,8
2026-03-26,1.0,0.0,0.0,1364.0,51605.799726486206,7
2026-03-27,1.0,0.0,0.0,2154.0,68052.49924564362,9
2026-03-30,1.0,0.0,0.0,1570.0,66357.89983558655,9
2026-03-31,1.0,0.0,0.0,1065.0,54917.399642944336,8
2026-04-01,1.0,0.0,0.0,3164.0,70770.25021839142,10
2026-04-02,1.0,0.0,0.0,1410.0,60419.59976005554,8
2026-04-07,1.0,0.0,0.0,1124.0181541490913,51037.249990842705,7
2026-04-08,1.0,0.0,0.0,465.0181541490913,62108.49989254933,8
2026-04-09,1.0,0.0,0.0,1302.0,75738.05055427551,10
2026-04-10,1.0,0.0,0.0,1908.0,76234.54998588562,10
2026-04-13,1.0,0.0,0.0,1243.0,52859.74956989288,7
2026-04-14,1.0,0.0,0.0,85.0,10497.5,1
