level_0,level_1,risk
excess_return_without_cost,mean,-0.0009182352784318702
excess_return_without_cost,std,0.014198392989408918
excess_return_without_cost,annualized_return,-0.2185399962667851
excess_return_without_cost,information_ratio,-0.9977075534595657
excess_return_without_cost,max_drawdown,-0.3310238678187073
excess_return_with_cost,mean,-0.0013321557995993488
excess_return_with_cost,std,0.014174712315405638
excess_return_with_cost,annualized_return,-0.317053080304645
excess_return_with_cost,information_ratio,-1.4498706050901113
excess_return_with_cost,max_drawdown,-0.38933935170933226
