level_0,level_1,risk
excess_return_without_cost,mean,-0.001209762140591116
excess_return_without_cost,std,0.014984004060600083
excess_return_without_cost,annualized_return,-0.28792338946068563
excess_return_without_cost,information_ratio,-1.2455483353539756
excess_return_without_cost,max_drawdown,-0.353564610322192
excess_return_with_cost,mean,-0.0018858475223661503
excess_return_with_cost,std,0.014947053330975953
excess_return_with_cost,annualized_return,-0.4488317103231438
excess_return_with_cost,information_ratio,-1.9464330489597037
excess_return_with_cost,max_drawdown,-0.4456608592615805
