level_0,level_1,risk
excess_return_without_cost,mean,-0.0012892262965949566
excess_return_without_cost,std,0.013818267745551723
excess_return_without_cost,annualized_return,-0.30683585858959966
excess_return_without_cost,information_ratio,-1.4393421065468195
excess_return_without_cost,max_drawdown,-0.38151301618150374
excess_return_with_cost,mean,-0.0019271588045963386
excess_return_with_cost,std,0.013792445606480018
excess_return_with_cost,annualized_return,-0.45866379549392855
excess_return_with_cost,information_ratio,-2.1555827630601696
excess_return_with_cost,max_drawdown,-0.4685939937783031
