level_0,level_1,risk
excess_return_without_cost,mean,-0.0018883562836689355
excess_return_without_cost,std,0.013847513792375764
excess_return_without_cost,annualized_return,-0.44942879551320664
excess_return_without_cost,information_ratio,-2.1037813941996
excess_return_without_cost,max_drawdown,-0.45522627490622886
excess_return_with_cost,mean,-0.002586303495237713
excess_return_with_cost,std,0.013814513337232161
excess_return_with_cost,annualized_return,-0.6155402318665757
excess_return_with_cost,information_ratio,-2.888233993858655
excess_return_with_cost,max_drawdown,-0.5534978772851546
