level_0,level_1,risk
excess_return_without_cost,mean,-0.0016022102903634238
excess_return_without_cost,std,0.01514715650957473
excess_return_without_cost,annualized_return,-0.38132604910649487
excess_return_without_cost,information_ratio,-1.6318373997259579
excess_return_without_cost,max_drawdown,-0.446043525168781
excess_return_with_cost,mean,-0.0024712918785295816
excess_return_with_cost,std,0.015115599025016274
excess_return_with_cost,annualized_return,-0.5881674670900404
excess_return_with_cost,information_ratio,-2.522244349092866
excess_return_with_cost,max_drawdown,-0.5709176396726456
