level_0,level_1,risk
excess_return_without_cost,mean,-0.0015940711763289615
excess_return_without_cost,std,0.01515903791784812
excess_return_without_cost,annualized_return,-0.37938893996629286
excess_return_without_cost,information_ratio,-1.6222752716457944
excess_return_without_cost,max_drawdown,-0.39260623232403835
excess_return_with_cost,mean,-0.0024809086206676687
excess_return_with_cost,std,0.0151260695047747
excess_return_with_cost,annualized_return,-0.5904562517189051
excess_return_with_cost,information_ratio,-2.5303066393952096
excess_return_with_cost,max_drawdown,-0.51416722759338
