level_0,level_1,risk
excess_return_without_cost,mean,-0.005104258063448407
excess_return_without_cost,std,0.0224679849747645
excess_return_without_cost,annualized_return,-1.2148134191007207
excess_return_without_cost,information_ratio,-3.504749458247654
excess_return_without_cost,max_drawdown,-1.0506376548579097
excess_return_with_cost,mean,-0.006537857887643426
excess_return_with_cost,std,0.022403342544026348
excess_return_with_cost,annualized_return,-1.5560101772591355
excess_return_with_cost,information_ratio,-4.502058515609191
excess_return_with_cost,max_drawdown,-1.2589817570623718
