level_0,level_1,risk
excess_return_without_cost,mean,-0.0008379544578263423
excess_return_without_cost,std,0.012727555005565615
excess_return_without_cost,annualized_return,-0.19943316096266947
excess_return_without_cost,information_ratio,-1.0156963963561796
excess_return_without_cost,max_drawdown,-0.2661730068352925
excess_return_with_cost,mean,-0.001167865894007914
excess_return_with_cost,std,0.012708743522137713
excess_return_with_cost,annualized_return,-0.27795208277388356
excess_return_with_cost,information_ratio,-1.4176820447219534
excess_return_with_cost,max_drawdown,-0.30057581068527767
