,ffr,pa,pos,deal_amount,value,count
2025-07-01,,,,0.0,0.0,0
2025-07-02,1.0,0.0,0.0,2234.3222335921173,94902.66454611879,5
2025-07-03,1.0,0.0,0.0,1913.3222335921175,77233.80192676165,4
2025-07-04,1.0,0.0,0.0,1148.9901703737155,76388.10103477731,4
2025-07-07,1.0,0.0,0.0,338.95815277367944,37535.400135401665,2
2025-07-08,1.0,0.0,0.0,710.1420563302936,76569.05072463736,4
2025-07-09,1.0,0.0,0.0,2770.5305722344838,76171.36976083415,4
2025-07-10,1.0,0.0,0.0,1310.7025155143733,38621.62096834198,2
2025-07-11,1.0,0.0,0.0,2352.963569105019,83191.1024007451,4
2025-07-14,1.0,0.0,0.0,1198.8113159316238,94966.6013688719,5
2025-07-15,1.0,0.0,0.0,2607.2153940350195,98481.99995253675,5
2025-07-16,1.0,0.0,0.0,850.0,41823.20080566406,2
2025-07-17,1.0,0.0,0.0,988.5959160150616,78870.998612399,4
2025-07-18,1.0,0.0,0.0,669.3095804336947,77541.99992824378,4
2025-07-21,1.0,0.0,0.0,1197.0,62487.000102996826,3
2025-07-22,1.0,0.0,0.0,1964.0,97254.79919052124,5
2025-07-23,1.0,0.0,0.0,1194.5830786649067,77731.69989294442,4
2025-07-24,1.0,0.0,0.0,1935.1212268880358,79828.69993507137,4
2025-07-25,1.0,0.0,0.0,1672.1212268880358,39287.20020852034,2
2025-07-28,1.0,0.0,0.0,1998.5830786649067,80933.60141308354,4
2025-07-29,1.0,0.0,0.0,1934.4281865853275,114417.40157071168,6
2025-07-30,1.0,0.0,0.0,695.4281865853275,61067.60136900201,3
2025-07-31,1.0,0.0,0.0,1530.0,79304.40090179443,4
2025-08-01,,,,0.0,0.0,0
2025-08-04,1.0,0.0,0.0,1613.0,101631.6005821228,5
2025-08-05,1.0,0.0,0.0,549.0,61258.79913330078,3
2025-08-06,1.0,0.0,0.0,1390.0,78755.30088043213,4
2025-08-07,1.0,0.0,0.0,947.6564900036861,60693.799612271876,3
2025-08-08,1.0,0.0,0.0,3237.8615246295735,119304.29947035661,6
2025-08-11,1.0,0.0,0.0,2002.0,83457.7000656128,4
2025-08-12,1.0,0.0,0.0,3618.413729537711,81780.04927727202,4
2025-08-13,1.0,0.0,0.0,2687.2086949118234,81077.90066480346,4
2025-08-14,1.0,0.0,0.0,1159.3999992480485,82117.39944656372,4
2025-08-15,1.0,0.0,0.0,2472.056490821138,81485.79945831605,4
2025-08-18,1.0,0.0,0.0,737.6564915730896,59544.40145044585,3
2025-08-19,1.0,0.0,0.0,1655.0,65718.80052185059,3
2025-08-20,1.0,0.0,0.0,1003.0,59375.6994934082,3
