level_0,level_1,risk
excess_return_without_cost,mean,-0.003125110576472347
excess_return_without_cost,std,0.01769699705050892
excess_return_without_cost,annualized_return,-0.7437763172004186
excess_return_without_cost,information_ratio,-2.7242959747533133
excess_return_without_cost,max_drawdown,-0.6718615736998247
excess_return_with_cost,mean,-0.004802138568392756
excess_return_with_cost,std,0.017719973372316768
excess_return_with_cost,annualized_return,-1.1429089792774758
excess_return_with_cost,information_ratio,-4.180806824496958
excess_return_with_cost,max_drawdown,-0.9476699571120804
