level_0,level_1,risk
excess_return_without_cost,mean,-0.0014648640162083892
excess_return_without_cost,std,0.014853879782164675
excess_return_without_cost,annualized_return,-0.3486376358575966
excess_return_without_cost,information_ratio,-1.5214086625681857
excess_return_without_cost,max_drawdown,-0.41987242233850397
excess_return_with_cost,mean,-0.002609216523503806
excess_return_with_cost,std,0.014839260851925277
excess_return_with_cost,annualized_return,-0.6209935325939058
excess_return_with_cost,information_ratio,-2.712603573357611
excess_return_with_cost,max_drawdown,-0.5862626924440055
