datetime,instrument,weight
2025-07-02,1616,0.09480451554915731
2025-07-02,2105,0.09491604089375605
2025-07-02,2408,0.09502714143814742
2025-07-02,2462,0.09504312591347416
2025-07-02,3040,0.09458275117285957
2025-07-02,6117,0.09468745324692986
2025-07-02,6919,0.09423244468703416
2025-07-02,7799,0.09298135009480057
2025-07-02,8021,0.09508470401649875
2025-07-02,8210,0.09403727393064572
2025-07-03,1616,0.09351512845405387
2025-07-03,2105,0.09831790194936803
2025-07-03,2408,0.09768144932396865
2025-07-03,2462,0.09508130464761021
2025-07-03,2712,0.13922462893586632
2025-07-03,3040,0.09487926594038708
2025-07-03,6919,0.09360736995946375
2025-07-03,7799,0.0908926556856662
2025-07-03,8021,0.09582572836189375
2025-07-03,8210,0.09360736995946375
2025-07-04,1616,0.09111933014757448
2025-07-04,2105,0.09880160434249159
2025-07-04,2408,0.0957986302593793
2025-07-04,2712,0.13945917990281453
2025-07-04,3040,0.09175758752257661
2025-07-04,6919,0.09551645614723885
2025-07-04,7780,0.0981369124160918
2025-07-04,7799,0.0848577464855254
2025-07-04,8021,0.10411331566230418
2025-07-04,8210,0.09538772776968192
2025-07-07,1616,0.08959420991942944
2025-07-07,2105,0.10103328953821375
2025-07-07,2408,0.09749739413057379
2025-07-07,3040,0.08691772786817532
2025-07-07,6919,0.09013690297440403
2025-07-07,7780,0.0977053859642039
2025-07-07,7799,0.08992921425787315
2025-07-07,7822,0.1375418525225785
2025-07-07,8021,0.10308521265552274
2025-07-07,8210,0.09884944463287466
2025-07-08,1616,0.08765068655708003
2025-07-08,2105,0.10095309597386415
2025-07-08,3040,0.09138035768747321
2025-07-08,3535,0.09826889063518289
2025-07-08,6919,0.0844044398634687
2025-07-08,7780,0.09571696295266283
2025-07-08,7799,0.09097670464744205
2025-07-08,7822,0.1367755576696185
2025-07-08,8021,0.10516233993708746
2025-07-08,8210,0.10324148223643168
2025-07-09,1616,0.08029602274066258
2025-07-09,2105,0.1004984318059482
2025-07-09,2889,0.10212909883148333
2025-07-09,3040,0.09122294258500731
2025-07-09,3535,0.09974051447181168
2025-07-09,6919,0.08232503045839507
2025-07-09,7780,0.09519879703419577
2025-07-09,7799,0.08872121076969894
2025-07-09,7822,0.14283083291935836
2025-07-09,8021,0.11173908774010559
2025-07-10,1616,0.07975384644588443
2025-07-10,2105,0.09721067904047778
2025-07-10,2889,0.1024055832467017
2025-07-10,3040,0.08743223544125017
2025-07-10,3535,0.09730944841853297
2025-07-10,6919,0.0835868361973063
2025-07-10,7780,0.10823288385058823
2025-07-10,7799,0.089456129780168
2025-07-10,7822,0.13843437278197945
2025-07-11,1616,0.07919940616393291
2025-07-11,2105,0.09513303636726839
2025-07-11,3040,0.08483662478392277
2025-07-11,3535,0.10428332586699163
2025-07-11,6919,0.08390435317697321
2025-07-11,7780,0.11701780280190975
2025-07-11,7799,0.0866173099228483
2025-07-11,7822,0.13510524594457946
2025-07-11,8478,0.10047547528902849
2025-07-11,8499,0.09964936760030646
2025-07-14,1616,0.07810528046337199
2025-07-14,2105,0.0956923996291528
2025-07-14,3040,0.0864239959902263
2025-07-14,3535,0.10840455653833347
2025-07-14,6919,0.08312537018907262
2025-07-14,7799,0.08424934638798424
2025-07-14,7822,0.128133286675925
2025-07-14,8478,0.09742471447081624
2025-07-14,8499,0.09933994857163246
2025-07-15,1616,0.0769448989270677
2025-07-15,2105,0.09369221307186093
2025-07-15,2424,0.10713045350081218
2025-07-15,3018,0.10759980926642362
2025-07-15,3535,0.10828517119930466
2025-07-15,6919,0.0831639747192778
2025-07-15,7799,0.08497295006590525
2025-07-15,7822,0.1273127514221043
2025-07-15,8478,0.09888256792030257
2025-07-15,8499,0.10020745595804338
2025-07-16,1616,0.07486859068808849
2025-07-16,2105,0.09406040776404914
2025-07-16,2408,0.09177206285016175
2025-07-16,2424,0.1060539083526729
2025-07-16,3018,0.10461643067921798
2025-07-16,3535,0.10618890247177688
2025-07-16,6919,0.08232826675241721
2025-07-16,7822,0.13213178614585477
2025-07-16,8478,0.0985881115634559
2025-07-16,8499,0.10448575089072208
2025-07-17,1616,0.07465660480125338
2025-07-17,2105,0.09323977583063967
2025-07-17,2408,0.0936401409603194
2025-07-17,2424,0.10662181196966497
2025-07-17,3018,0.10253557374008601
2025-07-17,3090,0.12457585737494639
2025-07-17,3535,0.10786437114132451
2025-07-17,6919,0.08069072909178178
2025-07-17,8478,0.0968555929759278
2025-07-17,8499,0.11256854799223878
2025-07-18,1616,0.07953932059889174
2025-07-18,2105,0.09247368016338792
2025-07-18,2408,0.0912676610724786
2025-07-18,2424,0.10835997313106409
2025-07-18,3018,0.10268974058203842
2025-07-18,3535,0.1067553613547476
2025-07-18,6919,0.08022856850432088
2025-07-18,8478,0.0956194733226203
2025-07-18,8499,0.11529142436917221
2025-07-21,2105,0.09323746568170624
2025-07-21,2408,0.09034783929382961
2025-07-21,2424,0.10741053031633761
2025-07-21,3018,0.10201216242815349
2025-07-21,3535,0.1061087176759675
2025-07-21,6919,0.08788800795765893
2025-07-21,7780,0.09712286363253277
2025-07-21,8478,0.09601204012606497
2025-07-21,8499,0.11218064835943882
2025-07-22,2105,0.09635198891658796
2025-07-22,2408,0.09036203955421218
2025-07-22,2424,0.10273652818059945
2025-07-22,3018,0.10478588826003568
2025-07-22,3535,0.10708690197151292
2025-07-22,6919,0.08582785863195534
2025-07-22,6933,0.09901829654302285
2025-07-22,8478,0.09442223243605492
2025-07-22,8499,0.10769352737866777
2025-07-23,2105,0.09787018126867322
2025-07-23,2408,0.09416920290857889
2025-07-23,2424,0.10306749208960951
2025-07-23,3018,0.10173306083907316
2025-07-23,3535,0.10611276522802757
2025-07-23,6191,0.09800486272839606
2025-07-23,6919,0.08792736466032025
2025-07-23,6933,0.09472848183991264
2025-07-23,7780,0.09791738575662644
2025-07-23,8499,0.10832116406822723
2025-07-24,2105,0.09899216009263469
2025-07-24,2408,0.09389817967181749
2025-07-24,2424,0.0994079142429929
2025-07-24,3018,0.09968445259776944
2025-07-24,3032,0.09451760565021464
2025-07-24,3535,0.10758556028902413
2025-07-24,6191,0.09738348328409019
2025-07-24,6933,0.0977029297164052
2025-07-24,7780,0.09840734242079441
2025-07-24,8499,0.10733400125784276
2025-07-25,1802,0.09202078309482731
2025-07-25,2105,0.09778450385022686
2025-07-25,2408,0.09486552769699376
2025-07-25,2424,0.09857949981648886
2025-07-25,3018,0.10012926447341756
2025-07-25,3535,0.10906315482181234
2025-07-25,6191,0.10009286563178281
2025-07-25,6933,0.09656327510687257
2025-07-25,7780,0.09818527904655645
2025-07-25,8499,0.10781294694271265
2025-07-28,2105,0.09591317705317863
2025-07-28,2408,0.09282212769074666
2025-07-28,2424,0.09370301021352506
2025-07-28,3018,0.09859513368542244
2025-07-28,3535,0.10886551842325934
2025-07-28,6191,0.10493823630680217
2025-07-28,6933,0.09239432581160904
2025-07-28,7780,0.1014520615493156
2025-07-28,8499,0.10989027261423288
2025-07-29,2105,0.09489534681484897
2025-07-29,2408,0.09159322146364443
2025-07-29,2424,0.09361392330561828
2025-07-29,3018,0.10019826860135972
2025-07-29,3535,0.10989533807530857
2025-07-29,3708,0.09586968049370548
2025-07-29,6191,0.10129581910790679
2025-07-29,6534,0.09586950176457616
2025-07-29,6933,0.09800222405387193
2025-07-29,8499,0.10748019543238953
2025-07-30,2105,0.09409845566399516
2025-07-30,2408,0.09687310266992336
2025-07-30,2424,0.08867731282835702
2025-07-30,3018,0.1014529030253524
2025-07-30,3708,0.09730083677693904
2025-07-30,6191,0.10203515490624544
2025-07-30,6534,0.09442339171741533
2025-07-30,6933,0.09697579403970308
2025-07-30,8045,0.11277569752795549
2025-07-30,8499,0.10921435971128322
2025-07-31,2105,0.09318487894354421
2025-07-31,2408,0.0963716213158282
2025-07-31,2424,0.09047943690181583
2025-07-31,3018,0.09949318050313809
2025-07-31,3708,0.09755761753231618
2025-07-31,4989,0.09358163398282407
2025-07-31,6191,0.10365054063164747
2025-07-31,6933,0.09567778544430543
2025-07-31,8045,0.11468865015345928
2025-07-31,8499,0.1102960776864995
2025-08-01,2105,0.09318487894354421
2025-08-01,2408,0.0963716213158282
2025-08-01,2424,0.09047943690181583
2025-08-01,3018,0.09949318050313809
2025-08-01,3708,0.09755761753231618
2025-08-01,4989,0.09358163398282407
2025-08-01,6191,0.10365054063164747
2025-08-01,6933,0.09567778544430543
2025-08-01,8045,0.11468865015345928
2025-08-01,8499,0.1102960776864995
2025-08-04,2408,0.09335815208003498
2025-08-04,2424,0.09544033707376197
2025-08-04,3018,0.10620115875295408
2025-08-04,3708,0.09583916098746448
2025-08-04,4989,0.09289736148899372
2025-08-04,6191,0.09870455155660841
2025-08-04,6933,0.09678963200552199
2025-08-04,7631,0.09310001010488671
2025-08-04,8045,0.11791431629901561
2025-08-04,8499,0.10469158713603922
2025-08-05,2408,0.09450902590999015
2025-08-05,2424,0.09551103853418658
2025-08-05,3018,0.10666703733403665
2025-08-05,3708,0.09915565121043615
2025-08-05,4989,0.0936371422521201
2025-08-05,6191,0.09978307154853827
2025-08-05,6933,0.09611150068112582
2025-08-05,7631,0.09251348829562409
2025-08-05,8045,0.11444146966982796
2025-08-06,2408,0.09204170426485758
2025-08-06,2424,0.09403929619505687
2025-08-06,3018,0.11040665459846379
2025-08-06,4989,0.0918511767141981
2025-08-06,6191,0.09600861085110339
2025-08-06,6933,0.0976126175799533
2025-08-06,7631,0.09051275369499248
2025-08-06,8033,0.0977702367382796
2025-08-06,8045,0.12155218621515841
2025-08-07,2408,0.0902971756885335
2025-08-07,2424,0.09570166265368825
2025-08-07,3018,0.11089851477428898
2025-08-07,4989,0.08651197572739187
2025-08-07,6191,0.09320498263716002
2025-08-07,7631,0.09192966155527851
2025-08-07,8033,0.09320498263716002
2025-08-07,8045,0.12143277737869991
2025-08-08,2404,0.09810060761816271
2025-08-08,2408,0.09301351743220387
2025-08-08,2424,0.09281435725946378
2025-08-08,4989,0.09406476026024622
2025-08-08,6191,0.09394184422408138
2025-08-08,6933,0.10359479614656569
2025-08-08,7631,0.09162938602981853
2025-08-08,8033,0.08867407725824504
2025-08-08,8045,0.11747120333815037
2025-08-11,2404,0.0978231655027888
2025-08-11,2408,0.0919574411935408
2025-08-11,2424,0.09146603263138858
2025-08-11,6191,0.09667715840926971
2025-08-11,6928,0.10814823574095672
2025-08-11,6933,0.09264321344008254
2025-08-11,7631,0.09020003966581223
2025-08-11,8033,0.09537071032265797
2025-08-11,8045,0.11601259009112366
2025-08-12,2368,0.09770062492109657
2025-08-12,2404,0.09983837319815914
2025-08-12,2408,0.10012448292874318
2025-08-12,2424,0.09192870223904975
2025-08-12,3694,0.09724359310374299
2025-08-12,6191,0.09147627595059758
2025-08-12,6928,0.1085395567994211
2025-08-12,7631,0.09206182951951832
2025-08-12,8033,0.09672850232096683
2025-08-12,8045,0.11449853487404942
2025-08-13,2368,0.09524282086008685
2025-08-13,2404,0.10397491313175834
2025-08-13,2424,0.09892649893633598
2025-08-13,3694,0.10440071319268777
2025-08-13,4722,0.09853760674375878
2025-08-13,6191,0.08979651588651856
2025-08-13,6928,0.10375705628997951
2025-08-13,7631,0.09612012857306645
2025-08-13,8033,0.09321733553933832
2025-08-13,8045,0.11032143380343709
2025-08-14,2368,0.09334910971858516
2025-08-14,2404,0.10203254528393592
2025-08-14,3694,0.10785749995933713
2025-08-14,4569,0.10242447567555155
2025-08-14,4722,0.09465554262963768
2025-08-14,6191,0.09142865079966857
2025-08-14,6928,0.10273976639362792
2025-08-14,7631,0.09698152498124353
2025-08-14,8033,0.09391087661323423
2025-08-14,8045,0.10921793579688915
2025-08-15,2368,0.090481138800128
2025-08-15,2404,0.10132805811549382
2025-08-15,3694,0.10526032861852032
2025-08-15,4569,0.10039844290342506
2025-08-15,6191,0.08630632139320105
2025-08-15,6928,0.10511750558247988
2025-08-15,7631,0.09635881594111417
2025-08-15,8033,0.09594051540918629
2025-08-15,8045,0.11657374759342133
2025-08-18,2368,0.08899555646525686
2025-08-18,2404,0.09829094442189788
2025-08-18,3694,0.11077967971268206
