level_0,level_1,risk
excess_return_without_cost,mean,-0.001385878284584156
excess_return_without_cost,std,0.014565664502413181
excess_return_without_cost,annualized_return,-0.32983903173102913
excess_return_without_cost,information_ratio,-1.4678553697668348
excess_return_without_cost,max_drawdown,-0.3819428293233188
excess_return_with_cost,mean,-0.001852954235809478
excess_return_with_cost,std,0.014541323530474009
excess_return_with_cost,annualized_return,-0.44100310812265575
excess_return_with_cost,information_ratio,-1.965844829627176
excess_return_with_cost,max_drawdown,-0.44878197057950786
