,ffr,pa,pos,deal_amount,value,count
2025-07-01,,,,0.0,0.0,0
2025-07-02,1.0,0.0,0.0,1496.4927800198257,89837.00138640575,23
2025-07-03,1.0,0.0,0.0,1487.7768135979554,62144.783753612086,18
2025-07-04,1.0,0.0,0.0,1079.9416029196652,60982.79981254287,19
2025-07-07,1.0,0.0,0.0,869.3719402918973,58108.61528616226,16
2025-07-08,1.0,0.0,0.0,856.6519241132579,39380.370779791665,10
2025-07-09,1.0,0.0,0.0,1360.3593849863978,63242.60197203665,18
2025-07-10,1.0,0.0,0.0,1747.9250119320116,64297.49330806964,15
2025-07-11,1.0,0.0,0.0,2288.5296560550937,83780.77047684681,19
2025-07-14,1.0,0.0,0.0,859.1047096482778,57624.59022268004,17
2025-07-15,1.0,0.0,0.0,1334.345562410011,54974.03016540228,15
2025-07-16,1.0,0.0,0.0,917.9515234477765,49432.26876802477,16
2025-07-17,1.0,0.0,0.0,956.1837490589245,43163.46585454293,12
2025-07-18,1.0,0.0,0.0,601.8392046133122,51716.313004668074,13
2025-07-21,1.0,0.0,0.0,776.0094725052099,55252.697222545146,18
2025-07-22,1.0,0.0,0.0,1003.3559591259186,60070.69989859249,18
2025-07-23,1.0,0.0,0.0,946.8434908653918,58876.39987030665,16
2025-07-24,1.0,0.0,0.0,863.5282050410763,62653.30043575621,17
2025-07-25,1.0,0.0,0.0,801.0232014180708,49518.29996661352,13
2025-07-28,1.0,0.0,0.0,1317.4868017878505,59905.500152309,17
2025-07-29,1.0,0.0,0.0,1344.0181234293946,69015.9651427702,16
2025-07-30,1.0,0.0,0.0,899.1974713497084,55009.650527655096,12
2025-07-31,1.0,0.0,0.0,751.3298727235738,47419.74976191496,13
2025-08-01,1.0,0.0,0.0,103.0,8083.999908447266,2
2025-08-04,1.0,0.0,0.0,1914.3167171118475,78587.95073507648,19
2025-08-05,1.0,0.0,0.0,1386.0230325555472,57322.69972255386,17
2025-08-06,1.0,0.0,0.0,1363.4080283060266,60540.40020794396,17
2025-08-07,1.0,0.0,0.0,1387.5096011486442,73563.06004401113,19
2025-08-08,1.0,0.0,0.0,1239.4437038467072,79381.60030901563,18
2025-08-11,1.0,0.0,0.0,2334.647629171308,87217.95729653354,19
2025-08-12,1.0,0.0,0.0,1534.6584028822954,60753.643753727956,16
2025-08-13,1.0,0.0,0.0,1777.178246230953,76747.4495363331,19
2025-08-14,1.0,0.0,0.0,1354.7204405281411,72267.0997392302,17
2025-08-15,1.0,0.0,0.0,1238.0557103236101,71560.95003677467,17
2025-08-18,1.0,0.0,0.0,1056.4807769411595,71352.00904589536,16
2025-08-19,1.0,0.0,0.0,1005.7246923395666,70522.10033476871,16
2025-08-20,1.0,0.0,0.0,1899.2622666206282,72221.67089640265,18
2025-08-21,1.0,0.0,0.0,3168.42255044208,91626.45065867787,22
2025-08-22,1.0,0.0,0.0,2940.4001483357288,69362.6300106727,17
2025-08-25,1.0,0.0,0.0,1682.1432385849798,71263.60962758487,18
2025-08-26,1.0,0.0,0.0,2562.2274140788804,78476.20039878102,19
2025-08-27,1.0,0.0,0.0,2365.4639619214886,75754.54979081781,18
2025-08-28,1.0,0.0,0.0,1793.2023356416116,74305.59987801059,17
2025-08-29,1.0,0.0,0.0,1914.5994461008488,86814.60906186725,18
2025-09-01,1.0,0.0,0.0,1526.093820022942,83409.84962163596,17
2025-09-02,1.0,0.0,0.0,1420.184019177327,74069.58644419137,18
2025-09-03,1.0,0.0,0.0,1937.648677996099,78969.30973038476,18
2025-09-04,1.0,0.0,0.0,1740.3466301259195,64579.74931446041,15
2025-09-05,1.0,0.0,0.0,2617.118028692852,74744.45023139875,17
2025-09-08,1.0,0.0,0.0,2726.867871417129,96765.27062434416,21
2025-09-09,1.0,0.0,0.0,2600.0,83932.77025699615,17
2025-09-10,1.0,0.0,0.0,1276.408505404655,76710.00049287613,16
2025-09-11,1.0,0.0,0.0,1848.9050110979233,87973.90039147179,17
2025-09-12,1.0,0.0,0.0,695.7787021138579,71577.90004663047,18
2025-09-15,1.0,0.0,0.0,1547.5331943831156,81205.68986450182,17
2025-09-16,1.0,0.0,0.0,1213.0,60877.702533721924,16
2025-09-17,1.0,0.0,0.0,1546.0869664306297,76423.75057698852,19
2025-09-18,1.0,0.0,0.0,1343.068149464478,58608.65006621367,15
2025-09-19,1.0,0.0,0.0,1902.9811830338485,70257.26499378362,18
2025-09-22,1.0,0.0,0.0,2055.3978996558144,62607.705140757935,16
2025-09-23,1.0,0.0,0.0,1571.6314329772513,75859.80011674037,21
2025-09-24,1.0,0.0,0.0,1774.0,71269.14952945709,18
2025-09-25,1.0,0.0,0.0,1866.1340534284361,68476.50023215992,17
2025-09-26,1.0,0.0,0.0,1944.0,59723.500076293945,16
