,ffr,pa,pos,deal_amount,value,count
2025-07-01,,,,0.0,0.0,0
2025-07-02,1.0,0.0,0.0,1662.3518681725857,93186.67565959433,14
2025-07-03,1.0,0.0,0.0,1610.1164667997962,80577.74556350187,13
2025-07-04,1.0,0.0,0.0,1638.3552402163552,90595.86408307926,15
2025-07-07,1.0,0.0,0.0,1421.723802132218,69723.15699593408,10
2025-07-08,1.0,0.0,0.0,1373.1754832635368,66879.05108857626,10
2025-07-09,1.0,0.0,0.0,3142.721633300339,106066.24512439182,16
2025-07-10,1.0,0.0,0.0,2834.4317763130953,83581.38671971693,12
2025-07-11,1.0,0.0,0.0,2610.851798418179,114956.19769596828,18
2025-07-14,1.0,0.0,0.0,683.9992942207941,68700.32662902636,11
2025-07-15,1.0,0.0,0.0,1166.565824449665,75795.82194674136,11
2025-07-16,1.0,0.0,0.0,349.4044422369097,18797.566483717346,4
2025-07-17,1.0,0.0,0.0,1050.9370393681374,61601.075130479265,9
2025-07-18,1.0,0.0,0.0,676.1259599346555,64237.3664332717,10
2025-07-21,1.0,0.0,0.0,753.7417565730784,55888.10014494402,8
2025-07-22,1.0,0.0,0.0,1309.6004934473478,90805.6001055098,16
2025-07-23,1.0,0.0,0.0,1601.7727345888966,87032.55988763782,13
2025-07-24,1.0,0.0,0.0,652.7941732532316,52549.200094247586,8
2025-07-25,1.0,0.0,0.0,810.5796461956531,59827.150392533484,9
2025-07-28,1.0,0.0,0.0,1018.4493806399897,54579.050377775406,9
2025-07-29,1.0,0.0,0.0,1148.9800002251154,75071.7318067716,12
2025-07-30,1.0,0.0,0.0,1376.4266848554694,85851.10030140959,13
2025-07-31,1.0,0.0,0.0,556.0437424357592,25834.59993250683,4
2025-08-01,,,,0.0,0.0,0
2025-08-04,1.0,0.0,0.0,3231.686543989599,134745.9506103151,19
2025-08-05,1.0,0.0,0.0,2603.906193336243,109327.99924695355,17
2025-08-06,1.0,0.0,0.0,2057.8868376286136,77156.0500873205,11
2025-08-07,1.0,0.0,0.0,1555.4723584387762,122256.89945142265,17
2025-08-08,1.0,0.0,0.0,1077.3623571073917,76603.1995148652,13
2025-08-11,1.0,0.0,0.0,3777.6713470759073,125487.32908259286,16
2025-08-12,1.0,0.0,0.0,1999.1909250935626,77250.49924989503,11
2025-08-13,1.0,0.0,0.0,2159.2316526153077,113779.89967413913,16
2025-08-14,1.0,0.0,0.0,2221.0079419577883,111872.9489702229,17
2025-08-15,1.0,0.0,0.0,2264.628560382123,116593.24990714324,17
2025-08-18,1.0,0.0,0.0,1487.2354182032325,103170.85917851776,15
2025-08-19,1.0,0.0,0.0,1055.2794497565055,77833.69102835571,11
2025-08-20,1.0,0.0,0.0,1099.4383922877369,64406.49983071105,10
2025-08-21,1.0,0.0,0.0,4159.12570999059,124331.35102214257,18
2025-08-22,1.0,0.0,0.0,3709.3569406213087,94281.85991761077,15
2025-08-25,1.0,0.0,0.0,1763.4862101604735,88001.32042971683,14
2025-08-26,1.0,0.0,0.0,3440.7414802741223,113491.15101457323,17
2025-08-27,1.0,0.0,0.0,3178.1834177670094,120933.64979603338,18
2025-08-28,1.0,0.0,0.0,3492.77916356224,121655.25029878627,17
2025-08-29,1.0,0.0,0.0,3791.9348983456207,108127.65466276737,15
2025-09-01,1.0,0.0,0.0,1761.597672276268,103619.6994848327,13
2025-09-02,1.0,0.0,0.0,1834.9577301041572,100067.10673165531,16
2025-09-03,1.0,0.0,0.0,2350.7824655292575,92987.56252618639,14
2025-09-04,1.0,0.0,0.0,2567.8247354251002,100960.09903563296,14
2025-09-05,1.0,0.0,0.0,3016.0,116977.84976100922,18
2025-09-08,1.0,0.0,0.0,3444.8795777789296,116119.50031748267,16
2025-09-09,1.0,0.0,0.0,2971.1854736601963,111783.50014283592,15
2025-09-10,1.0,0.0,0.0,1626.3516962171861,91934.50031411859,15
2025-09-11,1.0,0.0,0.0,1939.9782303244183,91602.70018339637,13
2025-09-12,1.0,0.0,0.0,1127.9060485240498,112683.15010565487,15
2025-09-15,1.0,0.0,0.0,1212.8042536064993,82538.79898968131,13
2025-09-16,1.0,0.0,0.0,1011.0,55234.10075378418,9
2025-09-17,1.0,0.0,0.0,1377.0,93555.50051879883,13
2025-09-18,1.0,0.0,0.0,2180.517408963699,108788.30083582309,14
2025-09-19,1.0,0.0,0.0,3028.7240284997906,85583.15258089991,14
2025-09-22,1.0,0.0,0.0,2125.0,75166.78305149078,11
2025-09-23,1.0,0.0,0.0,2668.604261048054,111156.9497543283,18
2025-09-24,1.0,0.0,0.0,2288.0,103765.04922008514,14
2025-09-25,1.0,0.0,0.0,2056.4093766628885,88262.3007007579,13
2025-09-26,1.0,0.0,0.0,3087.0,104671.00025558472,17
2025-09-30,1.0,0.0,0.0,1498.0,73181.84994506836,12
2025-10-01,1.0,0.0,0.0,1108.0,63845.39953804016,11
2025-10-02,1.0,0.0,0.0,2124.0,65348.820486068726,9
2025-10-03,1.0,0.0,0.0,1354.1029796412417,69874.25015029867,10
2025-10-07,1.0,0.0,0.0,1923.435434014356,82208.25017174285,11
2025-10-08,1.0,0.0,0.0,1455.410988103376,85631.81945176785,11
2025-10-09,1.0,0.0,0.0,2610.0,94783.12977695465,14
2025-10-13,1.0,0.0,0.0,2120.1465924618187,90722.65048629201,12
2025-10-14,1.0,0.0,0.0,1127.0,61688.69994735718,9
2025-10-15,1.0,0.0,0.0,2901.3205306842456,80682.95003600915,13
2025-10-16,1.0,0.0,0.0,1816.6598830520857,98909.05037481304,14
2025-10-17,1.0,0.0,0.0,1553.117779710579,96664.64959362106,14
2025-10-20,1.0,0.0,0.0,1309.2780788503858,90932.55641253013,15
2025-10-21,1.0,0.0,0.0,1597.0758805791868,93283.74899522528,15
2025-10-22,1.0,0.0,0.0,1206.7625946243697,69086.8795929391,12
2025-10-23,1.0,0.0,0.0,1834.0,105408.7851486206,16
2025-10-27,1.0,0.0,0.0,2568.0,90943.1359910965,16
2025-10-28,1.0,0.0,0.0,3363.959440451194,106205.86322039862,17
2025-10-29,1.0,0.0,0.0,2415.0,70024.81038856506,11
2025-10-30,1.0,0.0,0.0,1680.9208692434242,88389.57896233855,13
2025-10-31,1.0,0.0,0.0,2839.394512642313,104531.65987323897,17
2025-11-03,1.0,0.0,0.0,4451.632169957858,97630.77046910516,15
