level_0,level_1,risk
excess_return_without_cost,mean,-0.0007395627396714512
excess_return_without_cost,std,0.009993119759441813
excess_return_without_cost,annualized_return,-0.17601593204180538
excess_return_without_cost,information_ratio,-1.1417273614298797
excess_return_without_cost,max_drawdown,-0.21725274886613347
excess_return_with_cost,mean,-0.0008507547770900596
excess_return_with_cost,std,0.00998165184932857
excess_return_with_cost,annualized_return,-0.20247963694743418
excess_return_with_cost,information_ratio,-1.3148931318581885
excess_return_with_cost,max_drawdown,-0.22997689242905142
