level_0,level_1,risk
excess_return_without_cost,mean,-0.001680793862210037
excess_return_without_cost,std,0.017319433619656266
excess_return_without_cost,annualized_return,-0.4000289392059888
excess_return_without_cost,information_ratio,-1.4971635540532795
excess_return_without_cost,max_drawdown,-0.4088659482865319
excess_return_with_cost,mean,-0.00271248014899188
excess_return_with_cost,std,0.017269465112612657
excess_return_with_cost,annualized_return,-0.6455702754600674
excess_return_with_cost,information_ratio,-2.4231269100638877
excess_return_with_cost,max_drawdown,-0.5748451836698344
