level_0,level_1,risk
excess_return_without_cost,mean,-0.0035097502060704743
excess_return_without_cost,std,0.019423738076835055
excess_return_without_cost,annualized_return,-0.8353205490447729
excess_return_without_cost,information_ratio,-2.7876091003111716
excess_return_without_cost,max_drawdown,-0.7209736364058295
excess_return_with_cost,mean,-0.0049240618962852955
excess_return_with_cost,std,0.019379548882194536
excess_return_with_cost,annualized_return,-1.1719267313159003
excess_return_with_cost,information_ratio,-3.9198398042548304
excess_return_with_cost,max_drawdown,-0.9688512434897664
