level_0,level_1,risk
excess_return_without_cost,mean,-0.0019000998192862525
excess_return_without_cost,std,0.01619500253508223
excess_return_without_cost,annualized_return,-0.45222375699012807
excess_return_without_cost,information_ratio,-1.8100220887570353
excess_return_without_cost,max_drawdown,-0.5158048772549798
excess_return_with_cost,mean,-0.003311192741664101
excess_return_with_cost,std,0.016192531520381522
excess_return_with_cost,annualized_return,-0.788063872516056
excess_return_with_cost,information_ratio,-3.1547008935500274
excess_return_with_cost,max_drawdown,-0.7083010101660614
