level_0,level_1,risk
excess_return_without_cost,mean,-0.00317560521495382
excess_return_without_cost,std,0.017857632044751017
excess_return_without_cost,annualized_return,-0.7557940411590092
excess_return_without_cost,information_ratio,-2.7434125111890677
excess_return_without_cost,max_drawdown,-0.6890932171346886
excess_return_with_cost,mean,-0.004861101904462585
excess_return_with_cost,std,0.017902682069662397
excess_return_with_cost,annualized_return,-1.1569422532620952
excess_return_with_cost,information_ratio,-4.188949307043486
excess_return_with_cost,max_drawdown,-0.966506718569138
