level_0,level_1,risk
excess_return_without_cost,mean,-0.002155435485257716
excess_return_without_cost,std,0.015414551406678753
excess_return_without_cost,annualized_return,-0.5129936454913364
excess_return_without_cost,information_ratio,-2.157210952126758
excess_return_without_cost,max_drawdown,-0.5040261151891204
excess_return_with_cost,mean,-0.0035042545688615703
excess_return_with_cost,std,0.015422658410163045
excess_return_with_cost,annualized_return,-0.8340125873890537
excess_return_with_cost,information_ratio,-3.505297532095469
excess_return_with_cost,max_drawdown,-0.6998911555503577
