level_0,level_1,risk
excess_return_without_cost,mean,-0.0001369420571445065
excess_return_without_cost,std,0.011911433890960525
excess_return_without_cost,annualized_return,-0.032592209600392545
excess_return_without_cost,information_ratio,-0.17736228748916338
excess_return_without_cost,max_drawdown,-0.24311036432270772
excess_return_with_cost,mean,-0.0003642283119977434
excess_return_with_cost,std,0.011899129196077364
excess_return_with_cost,annualized_return,-0.08668633825546293
excess_return_with_cost,information_ratio,-0.47222285187740537
excess_return_with_cost,max_drawdown,-0.25562886284183545
