level_0,level_1,risk
excess_return_without_cost,mean,-0.0014608937808017978
excess_return_without_cost,std,0.016088674420733317
excess_return_without_cost,annualized_return,-0.3476927198308279
excess_return_without_cost,information_ratio,-1.4008345855758173
excess_return_without_cost,max_drawdown,-0.4041596736585349
excess_return_with_cost,mean,-0.002248185777811478
excess_return_with_cost,std,0.016044977702507027
excess_return_with_cost,annualized_return,-0.5350682151191318
excess_return_with_cost,information_ratio,-2.1616309840084047
excess_return_with_cost,max_drawdown,-0.5204511641630953
