,ffr,pa,pos,deal_amount,value,count
2025-07-01,,,,0.0,0.0,0
2025-07-02,1.0,0.0,0.0,1662.3518681725857,93186.67565959433,14
2025-07-03,1.0,0.0,0.0,1610.1164667997962,80577.74556350187,13
2025-07-04,1.0,0.0,0.0,1638.3552402163552,90595.86408307926,15
2025-07-07,1.0,0.0,0.0,1421.7238021322178,69723.15699593408,10
2025-07-08,1.0,0.0,0.0,1373.1754832635368,66879.05108857626,10
2025-07-09,1.0,0.0,0.0,2186.1658614100347,89173.41859327795,14
2025-07-10,1.0,0.0,0.0,3264.7251358894255,87021.01986902671,12
2025-07-11,1.0,0.0,0.0,2379.886029051029,93663.9831159532,14
2025-07-14,1.0,0.0,0.0,482.54235504914124,57345.59178364091,9
2025-07-15,1.0,0.0,0.0,1302.808265942287,72176.10240009849,11
2025-07-16,1.0,0.0,0.0,436.20631072103697,25187.43302159191,4
2025-07-17,1.0,0.0,0.0,1121.5116187367269,59590.34130083896,9
2025-07-18,1.0,0.0,0.0,677.1392790971895,66210.43310085371,10
2025-07-21,1.0,0.0,0.0,784.9615362984349,57715.40010252595,8
2025-07-22,1.0,0.0,0.0,1216.9219493919095,79418.79989613593,14
2025-07-23,1.0,0.0,0.0,1561.2027288453478,89449.83065078234,13
2025-07-24,1.0,0.0,0.0,664.8477124370125,53445.000090272726,8
2025-07-25,1.0,0.0,0.0,823.6284181114879,60507.850396195245,9
2025-07-28,1.0,0.0,0.0,1033.4493806399898,55819.95038311598,9
2025-07-29,1.0,0.0,0.0,1145.6856110391677,76306.64261696095,12
2025-07-30,1.0,0.0,0.0,1346.641257446164,82610.40029484621,12
2025-07-31,1.0,0.0,0.0,597.2380198300029,30282.99993106637,5
2025-08-01,,,,0.0,0.0,0
2025-08-04,1.0,0.0,0.0,2712.817552775105,100615.80085277808,15
2025-08-05,1.0,0.0,0.0,2088.037202121749,81014.2997428901,13
2025-08-06,1.0,0.0,0.0,2060.992108953911,80814.90021868468,11
2025-08-07,1.0,0.0,0.0,1445.4675911106556,110058.79973366082,15
2025-08-08,1.0,0.0,0.0,1184.409252990787,79881.89981907347,13
2025-08-11,1.0,0.0,0.0,3096.647729898377,107757.0795904493,14
2025-08-12,1.0,0.0,0.0,2333.504393204295,83108.29904865588,11
2025-08-13,1.0,0.0,0.0,1890.5084611612924,98821.49993120428,14
2025-08-14,1.0,0.0,0.0,1696.9414932477268,84150.64913746255,13
2025-08-15,1.0,0.0,0.0,1487.5591515638444,98685.24964705846,13
2025-08-18,1.0,0.0,0.0,1169.8991820182478,81292.58691553694,11
2025-08-19,1.0,0.0,0.0,1650.8600020113367,92840.86402105933,13
2025-08-20,1.0,0.0,0.0,1126.4046698040647,65545.09985130398,10
2025-08-21,1.0,0.0,0.0,4249.834466452276,127278.8810575192,18
2025-08-22,1.0,0.0,0.0,3705.2304286862222,88014.77971821047,13
2025-08-25,1.0,0.0,0.0,1718.5433720897227,81785.4604342017,12
2025-08-26,1.0,0.0,0.0,3148.244882358738,100082.15126007966,15
2025-08-27,1.0,0.0,0.0,2553.64349264644,93601.35015906102,14
2025-08-28,1.0,0.0,0.0,2809.718975053587,101886.25031428746,14
2025-08-29,1.0,0.0,0.0,3560.8066405789436,92644.90140093432,12
2025-09-01,1.0,0.0,0.0,2369.4862758130585,99453.67944035394,13
2025-09-02,1.0,0.0,0.0,1173.9097919709998,92191.16753695162,14
2025-09-03,1.0,0.0,0.0,2526.2932486066356,99265.86252871738,14
2025-09-04,1.0,0.0,0.0,2480.383456635636,90290.49903112775,12
2025-09-05,1.0,0.0,0.0,2550.0,92516.49993181229,14
2025-09-08,1.0,0.0,0.0,2836.81675079472,101045.96065465118,14
2025-09-09,1.0,0.0,0.0,2724.0,98064.41024971008,13
2025-09-10,1.0,0.0,0.0,1577.3127033942476,94716.4999181766,13
2025-09-11,1.0,0.0,0.0,2125.097420682567,93006.75025923055,13
2025-09-12,1.0,0.0,0.0,1163.031309236293,116396.70010742357,15
2025-09-15,1.0,0.0,0.0,1261.9654425220408,85523.94894131387,13
2025-09-16,1.0,0.0,0.0,1055.0,57316.100788116455,9
2025-09-17,1.0,0.0,0.0,1432.0,96323.50054168701,13
2025-09-18,1.0,0.0,0.0,2249.9183869479266,112181.20085840287,14
2025-09-19,1.0,0.0,0.0,3127.884553740075,88546.99366970733,14
2025-09-22,1.0,0.0,0.0,2197.0,78007.09415626526,11
2025-09-23,1.0,0.0,0.0,2780.3278574661203,116292.96973988927,18
2025-09-24,1.0,0.0,0.0,2377.0,108342.87918949127,14
2025-09-25,1.0,0.0,0.0,2131.44602573701,91233.80072261152,13
2025-09-26,1.0,0.0,0.0,2678.0,84051.85012817383,13
2025-09-30,1.0,0.0,0.0,1172.0,57076.249938964844,8
2025-10-01,1.0,0.0,0.0,1235.0,75435.74948310852,11
2025-10-02,1.0,0.0,0.0,2066.0,62809.67052650452,9
2025-10-03,1.0,0.0,0.0,1402.1083996223597,74607.00015820912,10
2025-10-07,1.0,0.0,0.0,1938.5526596848274,83934.15018924933,11
2025-10-08,1.0,0.0,0.0,1461.50185146466,86591.51944055827,11
2025-10-09,1.0,0.0,0.0,2648.0,96260.6097741127,14
2025-10-13,1.0,0.0,0.0,2151.162299207871,91991.00049365379,12
2025-10-14,1.0,0.0,0.0,1161.0,65156.999950408936,9
2025-10-15,1.0,0.0,0.0,2978.075540594417,83944.45003658382,13
2025-10-16,1.0,0.0,0.0,1875.4148934702066,101911.90038802252,14
2025-10-17,1.0,0.0,0.0,1236.0758797356518,91003.74989433534,12
2025-10-20,1.0,0.0,0.0,1532.205357343261,94137.31836613941,15
2025-10-21,1.0,0.0,0.0,1076.0704605378164,72226.39931858782,12
2025-10-22,1.0,0.0,0.0,1378.8035851970296,75795.23856127565,13
2025-10-23,1.0,0.0,0.0,1756.0,96644.00666999817,14
2025-10-27,1.0,0.0,0.0,2402.0,82664.1572523117,14
2025-10-28,1.0,0.0,0.0,2776.3731841841022,77268.30901357115,13
2025-10-29,1.0,0.0,0.0,2405.7486882284934,82998.65017536422,13
2025-10-30,1.0,0.0,0.0,1583.6749973288825,82872.65878199493,13
2025-10-31,1.0,0.0,0.0,2686.8083080207916,104279.87872025816,15
2025-11-03,1.0,0.0,0.0,4288.40760922984,91405.79015429952,13
