level_0,level_1,risk
excess_return_without_cost,mean,-0.00304067703519386
excess_return_without_cost,std,0.016787685905782612
excess_return_without_cost,annualized_return,-0.7236811343761387
excess_return_without_cost,information_ratio,-2.7942672301575864
excess_return_without_cost,max_drawdown,-0.6259819394211198
excess_return_with_cost,mean,-0.0035026657450858384
excess_return_with_cost,std,0.016770863073387876
excess_return_with_cost,annualized_return,-0.8336344473304296
excess_return_with_cost,information_ratio,-3.2220461789971324
excess_return_with_cost,max_drawdown,-0.6966653674116935
