level_0,level_1,risk
excess_return_without_cost,mean,-0.0008518620633936914
excess_return_without_cost,std,0.012979309212882529
excess_return_without_cost,annualized_return,-0.20274317108769857
excess_return_without_cost,information_ratio,-1.012525984767978
excess_return_without_cost,max_drawdown,-0.3258359650479362
excess_return_with_cost,mean,-0.0012853930162006596
excess_return_with_cost,std,0.01295804305752764
excess_return_with_cost,annualized_return,-0.305923537855757
excess_return_with_cost,information_ratio,-1.530329660736507
excess_return_with_cost,max_drawdown,-0.38757703336480914
